outfit_id,items
4836,11232;4865;116;14121
4837,4563;18715;4738;85
4840,1534;11093;13370;6628;4098
4841,2005;5315;4550
4842,10302;14522;7270;732
4843,11730;1190;12650
4844,9054;9779;378;9417
4848,1885;3260;6322;17008
4849,10928;9192;1991;17701
4851,66;10744;11982
4852,10434;19134;3381;5950;1080
4853,2920;16422;1869;5217;10603
4854,5938;18793;8080;177;10729
4856,9536;17443;1424
4858,10555;378;6906;14009;7326
4859,972;13465;14978;5101
4861,6185;378;7673;18138
4864,2029;6061;15386;11807
4865,8780;17113;275
4866,2354;14272;378;4438;12180
4868,1587;5548;12999
4869,2035;13231;4530;17836;3697
4870,7538;2005;16951
4871,1257;12348;5757;16657
4872,6619;16483;1970;17905;6129
4873,16410;7842;9865;632;15577
4875,3032;8162;85
4876,11353;116;14687;7821
4878,3307;1331;13264;5878
4879,14939;404;7753;9615
4881,15082;19094;1034;16857;3693
4888,2405;7352;11416;3419;378
4889,17873;15214;14907;378
4890,2562;8188;56;7662
4891,17471;1327;9699;4584
4892,378;9951;10692;11618
4894,9964;11402;13317;1490
4895,2429;12540;945;3666
4896,6385;13746;890
4897,10530;6589;4037;378
4898,6949;378;9860;11014;18173
4899,18602;10885;12555;378
4900,13119;16515;73;9210
4903,8228;12446;1744
4904,11482;3658;13039;378
4907,1805;12153;3919;12461
4909,1333;12877;18956;13555
4910,14979;3409;15600;378
4911,1587;6056;16203
4912,2279;2527;7539;378
4913,2725;93;7913
4915,2043;93;12771
4918,9202;15885;7840;378;16531
4919,14824;5422;934;7607
4920,8266;7945;1846;4867
4921,18380;7822;9601;7166;378
4922,2005;6126;17810;7169
4924,18125;2978;5202;238
4925,18983;921;18136
4928,16396;16181;378;14603
4929,3896;3416;4123;2019
4931,870;16252;10929;12814;9004
4932,1447;6396;10223;10851
4937,406;13932;12190
4939,116;8354;5251;16904
4940,10601;813;11711;2910
4941,1004;4907;9076;15231
4942,17421;8440;4969;16017;1546
4943,1469;8445;9982
4947,17772;16564;959;6516
4948,1015;12498;16549
4949,1217;13210;5247
4950,8267;13386;13856;671;9916
4951,463;12436;13951;17215
4953,13291;14211;4919;10748;952
4955,2356;2561;5857;716
4956,5177;12762;378;7327
4957,18929;378;10431;8433
4958,7767;15025;16557;1712
4959,10695;10041;16916;378
4960,434;12181;9130;4179
4962,12641;378;410
4963,15507;9;11829;6396
4964,412;11122;4888;16772
4965,11066;2005;14958
4966,2243;4630;5941;378
4968,3671;820;7344;7021
4970,12014;995;14888;9613;3734
4971,11108;12075;389;16093
4972,378;7317;10845
4975,917;6356;4849;5514
4976,5534;5428;12027;378;3734
4977,93;9211;10258;15066
4978,1004;13790;10284;6216
4979,11696;1509;6432
4980,13944;4241;378;15792
4981,2257;16567;397;8957
4982,365;4092;7635
4983,2836;4304;4219;308
4985,559;13003;8160
4986,106;4126;9427
4988,2227;17989;15028;890;4682
4989,2128;13900;9601;5228
4990,5826;6280;972;11148
4993,5868;1749;8870;11511;15763
4994,16932;1568;10960;13956
4996,14658;1524;4872;7024;12038
4998,9054;16118;14020;10711;424
4999,10475;13716;2019
5001,13842;1417;7960
5002,16441;1391;7077
5003,1587;11551;12623
5004,17263;1661;12521;16715
5005,701;16051;15091;3800;10748
5006,3346;1512;6052
5009,1438;13229;12228;13196
5010,2005;11935;18752;11397
5011,9601;9406;378;15359
5015,1417;5941;6153
5017,5561;3629;52;16276
5018,5832;2005;17879;14702
5020,9607;6320;6684;608;3178
5022,1008;13219;10416
5023,9982;378;16681
5024,18602;5322;378;9611
5025,627;9573;16051;14645;7855
5026,380;10927;14896
5027,14939;8182;17906;12342;1375
5030,7822;1587;17303;4677
5031,12682;14884;1380
5032,2005;11148;4485
5033,12995;17900;10186;1906
5034,14209;1650;5634
5035,11256;1537;13716;16850
5038,1666;11528;6616
5040,2005;12292;14812;15412
5042,18000;13521;6428;475;14142
5044,3523;2092;13685;11181
5045,4506;18775;1077;4206;6521
5047,11033;9994;378;13598
5048,14256;1641;15477
5049,2640;11267;116;18130
5050,4210;18634;378;6052
5051,2005;18211;6374;17610
5053,1218;14727;515;5851
5054,2721;9440;8410;1085
5055,4153;3678;1719
5056,2452;6139;17842;1106
5057,14480;923;15595;5751;11807
5060,356;17143;18266;18647
5062,12876;79;4855
5066,5570;4540;2016;8428
5068,10187;17262;13858;820;9107
5070,13418;16876;9697;1826
5072,2569;16463;6880;50;19011
5074,2128;4121;10520;9251
5078,12498;6508;378;3958
5080,4810;11664;378
5081,6305;356;16760;9762;16842
5082,12150;5530;14410;2127;17015
5083,17059;2127;10344;10562;4713
5084,3152;18720;1289;15658
5086,18411;2005;17472;11511
5087,15466;8420;18212;1846;12282
5088,13059;1885;17438;17816
5090,17514;13768;1852
5091,6236;12913;6906;2001;10748
5094,12689;11401;378;6360
5095,15064;13654;14763;1979
5100,7314;94;7161;16191
5101,9118;14503;628;11597
5103,18585;9616;10958;2019
5105,11555;2943;2123
5107,2517;2162;3903
5108,14715;13109;9204;6444;554
5109,13420;356;6396;9762
5110,3239;9072;19030;3201;1375
5111,8358;5621;378;11955
5112,1955;5534;12612;14890
5114,14939;805;13453
5115,18602;500;4772;16852
5116,3663;11958;2027
5117,13202;822;4095
5118,17387;8944;12545;805;5535
5119,358;2984;6184
5121,7019;12363;959;13224
5123,17953;356;3629;13052;5070
5124,1473;5636;9642
5125,14556;9258;667;9598
5127,1992;8799;10258;11565;12251
5128,10300;3983;8043;6322;378
5131,2771;365;8774
5134,10477;4969;3088;481;3743
5135,93;12374;6705
5136,7808;922;3492;5086
5137,2662;5593;5433;1670
5138,9707;3840;11727;378
5141,15371;13938;3141;2022
5142,1587;6056;6284
5143,3116;4819;1190;7646
5144,7318;18057;13544;1190
5145,2005;15298;11302
5146,14300;538;17200
5147,1473;16279;15705;4076;4354
5149,2659;12501;16424;2026
5150,814;7310;10147
5153,1431;15406;5294;17505
5154,18602;9243;7982;4489;2031
5156,14363;9006;8300;861;13945
5157,13616;5606;897;10748
5158,93;7708;16749;9762
5161,7200;11794;12811;1327;13895
5162,1004;4530;7177;8513;18362
5167,16389;8810;2016;12808;6948
5169,15797;18693;3989;378;15226
5170,1527;11263;15092
5171,7125;914;6076;10182
5172,13231;14888;9046;378;9495
5173,7562;137;16048
5174,15939;4681;16311;1391
5177,4734;10677;1923
5180,7276;17002;1996
5181,3942;15864;1417;12483;9096
5182,8596;15710;1549
5183,955;14438;13171;18540
5184,10209;483;10222
5185,911;17260;16104;17466;5752
5188,4545;1196;5831;4248;9756
5189,1832;4223;8444;6755
5191,8378;18122;675;16236
5192,17384;1754;7195;16137
5194,1004;4562;12822;7396
5196,6472;15314;1470;8599
5198,14058;1270;18787
5199,64;14201;16293;6968
5200,9988;11233;8245;1375
5201,14043;2143;744;11526
5202,12501;15461;9731;1984
5205,12449;3292;378;9935
5207,12880;10296;1076
5209,1578;5913;12559;18510
5212,10139;3120;16622;378
5213,11692;378;10971
5215,1568;9865;10716
5216,17111;8647;18602;5767;367
5217,1907;9963;4677;18915;18271
5218,50;7565;6784
5223,2649;2005;4630;16505
5224,2659;1587;17218;16454
5227,1992;12851;17339;11627;3940
5231,6071;13874;378;14162
5232,8220;3629;378;14157;6041
5234,3959;9670;378;5064
5237,17638;8779;378;16787
5238,13092;16911;378
5241,5171;1391;10378
5243,550;11512;8175;10880
5244,16835;17084;378;11950
5245,8358;4310;378;7758
5246,6166;13384;378
5247,18696;14605;17780;1138
5248,6897;5113;1454;9142;10845
5249,5318;11420;3629;1454;10571
5251,12834;1527;9213;18364
5252,8267;13682;1786;6989
5255,6704;13787;378;17619
5256,17009;1060;14100;12987
5257,12390;11816;7012;378
5259,6488;1391;12547;4091
5261,8883;17123;378;12700
5262,17809;320;15279
5263,11641;4562;17139;18386;2104
5269,378;15093;12972;10845;14212
5273,2005;4210;14413;14419
5274,3063;12899;8872;1546
5275,2155;10395;9632
5276,9648;12711;2019;5097
5278,1307;13618;13816;11927
5279,1747;13322;8338;13252
5280,1004;14208;4181;12007
5281,2174;15272;1098;14616
5286,19126;11816;378;12360
5287,12905;16716;378;10845
5288,6525;1813;9002;17447
5290,913;13591;15110
5291,16742;10708;7395;378
5292,1004;3290;16332;13052
5294,5843;2128;3435;7727;7071
5295,19077;13246;1375
5297,16003;404;12293;12729
5298,18487;13719;356;3454;8001
5299,3230;4473;917
5300,1587;4341;15954
5301,11770;8551;7874;2113
5302,12323;671;18933;15429;6935
5304,1004;7907;4772;6136
5306,3487;6657;16399;11630;378
5308,16233;4808;317
5310,9831;13828;17667;751
5311,17596;17873;2005
5313,7875;1417;4134;4849;11013
5314,15016;13962;17403;1380;17361
5318,1068;17310;7285;18985
5320,13457;1885;10900;10724
5322,12572;9498;378;4717
5325,392;3331;19053
5327,12756;397;7536
5328,1004;5189;10631
5329,1991;8592;4098
5330,2365;7386;2093;14301;16696
5331,1004;4530;17422;7841
5332,13362;10775;1554
5333,12641;11194;855;15290
5334,3107;116;3209;8463;14901
5335,2675;8689;4465;4450;699
5337,1767;3190;5847;10197
5338,304;8164;6776;4069;17841
5339,15764;1788;10555;15426
5340,1907;4760;7727
5341,11742;4748;876
5348,16128;11256;10957;15444;2099
5349,14634;1572;7030;6593;16928
5350,12772;5922;378;13176
5351,436;9546;5552;3993
5354,436;5621;13650;16755;12721
5355,7772;1706;8526
5356,8972;7095;1217;4364;5742
5357,1729;7492;18271;15914
5358,1060;16099;18447;19028
5359,4586;85;8458
5360,2013;16622;12771
5361,2996;3356;1478
5366,10963;7466;378;11655;7485
5367,663;19137;16797;6973;17507
5368,2714;8395;1846;15112
5371,675;13623;12525;16236
5372,2546;1118;18305
5373,2520;2531;1548;7184
5374,16422;353;4210;11814;16533
5376,8748;1984;6518;5340
5377,15858;12183;16051;14620;76
5381,3365;116;5505;7923;8232
5386,6404;16641;5246;1373
5390,2659;11232;13296;10185;378
5391,2529;5768;18020;384
5392,14907;3087;1546;18362
5393,17873;378;14585;14498;4980
5395,17118;3136;5571;378
5397,12306;656;3510;6907
5399,985;13950;16296;9540
5402,2473;1099;9976
5404,2081;10353;14357;9648
5405,6175;712;6603;4049
5408,436;6645;10135;14703
5409,16697;17236;2005
5411,404;10258;12293;14884;12621
5414,17670;14389;14542;793
5415,193;12221;14210;16774
5416,436;6358;8811
5418,5166;2911;17615;15028;661
5421,365;3873;10520
5424,302;16315;4397;18317
5425,2362;1562;10430;12307
5427,5423;1642;16564;3236
5428,1519;18780;12401
5430,14017;13951;2001;16454
5431,17426;10894;1145;15027
5432,2393;547;1156
5433,11068;116;8713;3330
5438,931;5180;18937;17701
5439,17681;1391;10732
5442,11881;15556;2019
5444,17929;15266;1738;9647
5447,1587;5025;14720;9646
5449,8374;7279;10383;4649;1375
5451,2957;4468;1593;6923
5453,93;4453;4677;7727
5454,2150;11288;3237;16311;8620
5455,13949;50;12148;8296
5457,10274;15214;12288;884
5458,6667;2093;7471;8189
5459,463;12380;6962;14098
5461,365;11972;8687
5463,2043;8902;8046;16767
5464,3301;18837;1446
5467,779;14136;12243;13823
5468,10696;5024;9020;378
5471,6686;8958;2121;9850
5472,12158;378;6906;5431
5475,517;13449;18162
5478,2029;17413;8322
5479,10699;1992;15212
5481,6466;18172;380
5482,3637;1780;4995;13838
5485,3684;6555;1302;6756;7873
5490,1469;2632;5475
5492,11263;15139;8134;820;13545
5495,4880;116;3270;16604
5497,2731;14717;3005;988
5498,1842;13105;7063
5500,1771;5472;19091;13306
5501,13881;17219;98;17355
5502,2308;1580;18239;11677;10739
5503,12368;378;17627;8140
5506,16354;8997;2808;1630
5508,8406;2005;10123;17406
5509,2569;17859;14502;1984
5510,18724;18527;1923
5511,14888;13536;1426;7165
5513,12040;1577;5716
5514,1570;3083;5338
5515,9496;472;14728
5516,17405;3830;6321;7
5517,18639;18620;16127;2009;18235
5519,16471;17067;2040;6745
5521,5306;1341;1892;12066
5524,5885;50;12092
5526,6242;941;2808;6625
5528,2269;1992;14657;11839;5070
5529,7676;7840;378;5194;12180
5531,12648;2030;16560;11625
5533,12338;5682;12725;678
5534,93;6006;11518;6948
5535,12758;3487;4259;378;14978
5536,2129;14957;14198
5538,1434;16300;14213
5540,913;8855;10845;9549
5541,2413;13327;2113
5542,11368;8576;14884;378;9783
5543,179;17266;17397
5545,701;1662;12996
5546,6411;404;18317
5548,8804;8971;2027
5550,12557;7523;3696;16005;556
5552,14179;6238;5443;794
5555,962;4005;9859;13313;5373
5557,889;9172;7267;4844
5560,5782;15300;2037;3914
5561,2005;13597;15736;1162;18553
5563,2214;13663;61
5565,175;17109;17805;10780
5567,1753;12277;8945
5568,8259;14621;8721;2855;820
5571,11835;1190;17769
5572,7725;18008;574;9240;9525
5573,269;14868;293
5575,145;12261;9069
5576,10475;2006;17625
5578,4543;18931;378;16035
5579,436;16921;14981;5476;5373
5580,13449;1576;9939
5581,1004;9076;15231;17419
5582,15764;9211;2005;7389;7603
5583,19075;18864;6524;5644;2099
5584,966;18516;8025;12595
5585,1341;12346;13633
5586,8020;9089;716;4393;14002
5587,18226;683;12864;16408
5590,10823;12495;4816;1986
5592,14319;932;10258;9670
5593,13296;1435;8713
5594,8897;11258;378;18004;10361
5595,17106;18684;276
5596,6140;9601;378;6582;13334
5597,1060;16099;15811;12987
5598,2277;1355;14108;7143
5599,18854;6285;13224;543
5600,5661;628;14654;13889
5604,1892;9507;9321;7368
5605,6089;6999;1235;2825
5607,404;18344;7927;11095;952
5608,15559;16594;701;10052
5609,701;7048;16308
5612,2431;14013;9813;378
5613,3467;13023;842
5614,9072;661;13132;10034
5617,17782;6974;499
5618,10772;1;8947
5619,16764;497;11403
5620,4880;116;3270;16604
5622,2147;2814;17363;10918
5625,17741;377;8572;14943
5627,2550;11256;2978;18760;378
5628,2475;378;11544;17554
5629,12501;14315;18453;378
5632,12121;2005;5406;11043
5633,7379;1435;7365
5634,8568;3302;16456;1040
5635,1968;4175;9557
5639,17298;18438;1546
5642,16742;8587;6958;378
5644,3877;2005;16951;10188
5645,2005;12715;3531;11584;11109
5646,10142;7990;10287;14398;1941
5647,5238;10341;378;13333;9231
5649,2431;17342;1196;17261
5654,4454;19102;2786;378;8150
5656,9688;9690;1297
5659,1197;9902;9458
5661,8641;18686;11023;9460;861
5662,5779;16616;975
5664,2215;9637;14751;10859;1039
5665,116;18927;18020;3872
5666,1587;5710;6056
5671,914;2757;5521;13196
5674,175;9999;15495
5675,5832;14661;2005;10981
5676,2465;10272;10500;1536
5677,5234;1383;17310;15344
5678,10982;2158;18904;13188;5372
5679,11472;12328;820;8957
5680,13301;18354;378;16236
5681,1587;18189;15072
5682,3295;378;3650
5683,987;8901;12766;4892;6063
5684,14272;1574;16294;6439
5686,1528;10342;7386;13868;9615
5689,14245;4122;13683;39
5690,18318;17724;5952;196
5691,3217;17873;378;7094
5693,3082;10954;630;8150
5696,12037;17189;1470;14098
5698,7820;2005;7127
5699,18737;1965;6620
5700,3461;1102;4804;10263
5702,2268;18787;1391
5703,2397;5231;917;8713
5705,1084;5398;11393
5706,1865;13703;3461;8791
5708,15140;2005;15940;18335;17182
5709,813;10634;5366;5468
5710,15451;16564;1146;11513
5713,1004;12676;9289;8158
5717,11224;4650;11534;1886
5721,14408;16729;1885;8023
5722,2007;14341;15093;5060
5723,870;16978;8347;14121;3019
5725,15885;11188;1052;7328
5726,5181;1997;2799;10197
5727,8741;434;14225;6664
5728,1587;4772;3076
5729,11366;13283;14331;683;6562
5730,1092;18093;6225
5734,1856;14401;4173;18982
5735,5304;15881;1019;8113
5738,899;4677;4685;8318;3755
5739,6212;1380;12861;11129;16843
5740,11685;13582;175;16701;11637
5741,13146;1391;10029;15352
5742,9563;17279;18853;2044
5744,14247;4421;378
5746,2495;12447;18155;1380;6807
5747,12358;378;17055
5753,7174;628;7023
5754,2250;17649;12529;1927
5758,10218;1796;12541
5759,2066;13169;8142
5760,917;15423;11669;15277
5761,17000;1472;3206
5763,4334;1118;14115;12696;5373
5764,1004;19052;13631;7100
5766,103;1840;10216;10965
5770,7239;1440;11937;10924;14603
5771,813;18996;15393
5773,9810;18502;16303;1181
5774,2489;16576;15754;378
5776,15257;1846;5226
5777,18927;8575;19153;378
5778,18368;5395;2087;17261
5780,9982;8627;378;13572
5782,7657;5889;1927;13530
5783,93;4677;5929;13313
5784,6566;1904;14962
5785,1004;6404;18635
5787,5534;51;6657;15916
5789,93;11511;16402;12427
5790,319;14729;10168;18120
5791,9211;18630;5474;861;14611
5792,14579;4469;2027;9214
5793,14066;14069;1763;4379
5794,11274;9423;155;6979;9710
5797,17666;16133;268
5798,7352;2784;9274;1494;11935
5799,1587;5919;3234
5807,11096;1564;13959
5808,18131;12068;14888;2031;12626
5810,9913;468;11320;4191
5814,1004;18443;9832
5815,9947;4298;137
5816,16161;13721;4087;1470;5242
5817,93;7448;3284;3504
5818,2671;93;13880
5819,2472;3486;16626;239
5822,9341;12355;16286;1173;17686
5824,7890;813;8712;14244;9389
5830,9638;378;15093;10845
5831,12895;17253;5941;378;3199
5833,6119;978;12842
5837,14979;18932;378;10100
5838,15422;5534;14768;11635;1991
5840,5462;8855;667;15252
5842,1417;10052;17046;8092
5843,18602;18281;18838;378
5844,15790;9848;378;5543
5846,3291;7345;3504;378
5848,7352;1118;5490;9860;9497
5849,2449;5537;378;2774
5852,8337;92;15116;18476
5853,2066;13169;18643
5854,2013;15168;16462;11807
5858,2128;7929;18252
5859,4721;1238;5002
5861,12970;11947;11824;1605
5863,8397;15488;11941;1614
5864,6071;1587;7102;12167
5865,10866;495;13235
5866,6070;13790;14098;378;17291
5867,3894;1988;8227;16989
5870,1758;5515;14321
5871,13833;8472;22;15999
5872,1992;4720;8652;378
5873,673;16583;14516;15036
5874,9173;3726;4421;378;13032
5875,8942;3474;4421;378
5876,8521;1552;17646;14369
5877,14966;11434;1366
5879,5936;11205;891
5880,8292;463;15095
5883,913;14310;18421;7325
5885,5592;16060;7781;768;18782
5889,13822;6483;173;15689
5893,8358;10417;11416;378
5895,1587;6056;16551
5896,14974;52;3728;3806
5899,1387;14750;8272;4397
5900,1060;6438;13736
5903,18968;366;4613
5906,12671;404;2830;4752;7935
5907,10539;1371;18533
5908,9211;15452;238;5093
5909,2128;12612;11265;4788
5910,18333;4869;13926;1433
5915,801;9070;5134
5916,11801;304;1659;7427
5917,17727;1224;8038
5919,14045;404;7320;15430
5921,7352;17484;11692;378
5922,2633;18602;378
5923,3642;5537;112
5924,14488;267;17328
5926,17229;8097;697;7214
5927,4765;17857;1491
5929,304;18478;3315;5389;5348
5930,127;10594;8001;9759
5931,11372;14390;1846;14665
5932,6410;12738;716;8127
5933,2005;13660;10151
5935,2317;12497;2080;3670
5941,12501;1527;7700
5944,1859;7698;7542;7112
5945,11684;1673;8507
5948,11232;116;18983;7773
5949,18602;11675;1944
5953,12334;5551;378;18056;5373
5954,1440;12753;8494
5955,378;15093;10845;5972
5956,833;10295;14330
5958,1892;16441;9152;16741
5960,62;18581;17888;5848
5961,2398;470;17291
5965,2452;4531;4445;9900;190
5966,6286;14976;378;13176
5967,2680;6347;11839;1710;8858
5969,15759;14091;378;13176
5970,2128;10258;7334;14884
5972,1186;5537;8480;1290;13143
5975,1429;6409;10240
5976,2481;872;7663
5979,1115;19142;18882;7418
5980,1992;14657;10258
5981,11723;5452;1321
5982,6548;1233;9315
5984,2677;13608;356;16834;10941
5985,5125;15935;1138;5373
5986,17995;15966;1523
5990,13394;10762;5159;865
5992,8762;1431;18276;12080
5995,978;6609;14848
5997,12792;927;16985;18151;16202
5998,6411;9536;14609;11006;230
5999,2737;17307;1133;10933
6000,2005;5823;3443;10845
6001,50;6499;5551;15872;2776
6003,701;18265;6830
6005,2978;3649;1739
6006,3487;16399;11630;378;15791
6007,899;5210;3057
6009,276;17683;18418
6012,12146;474;6210;8990
6013,5383;683;11286;8874
6014,17333;5968;378
6015,96;11676;7663;11934;18271
6016,7069;4772;1556;8754
6021,2029;3629;9648;6441;19018
6022,1315;14934;12259;8473;14307
6023,3715;6831;378;11446;13819
6024,904;2581;3629;7634
6028,1507;13220;11593;11416;13951
6029,16991;378;11999;15804
6030,2073;15808;7663
6035,1587;9050;4184
6036,3756;547;18136
6037,2457;2741;628;9651;15799
6038,534;9942;10224;5435
6040,15284;4734;1916;12723
6042,1027;16768;8744
6043,899;8317;5367;3057;7013
6044,1716;8154;13483
6045,8621;14898;5889;1195
6046,1448;16527;11496
6047,16121;2055;15808;17569;9348
6048,14635;7465;14904;1380;14418
6049,984;17685;14769
6050,2806;16324;613;10230
6052,15053;15600;390;3874
6053,3303;365;11975;6705;2200
6055,12783;4872;481
6057,8771;4727;683;10706;13435
6059,4677;1418;3896;17468
6062,14115;50;14711;378
6063,6189;2093;9201;7575
6064,3890;12411;7414;540
6065,6705;683;4259;18191
6066,8036;15520;1846
6067,7108;1059;13316
6069,353;2775;7369
6070,2437;14939;4369;1375
6071,10074;17572;10613;248
6073,14047;11087;116;10101
6075,12433;16617;10566;378
6077,14939;9877;942;1375
6078,12017;663;371;15028
6079,1587;3347;378
6080,7383;16829;2005;12703;17013
6082,3741;378;14081;12172
6085,12003;270;8117
6088,2355;14744;1850;13807
6089,17063;14432;1984
6090,789;11751;10627;12802
6091,16914;5063;16311;378
6092,1417;12012;2960
6093,1417;9601;12558
6094,2177;11430;4674
6095,2083;13227;8819;378;13716
6097,3735;50;11807
6101,4404;9111;378;3488
6104,5479;14405;15603;378
6106,13474;583;13531;12138
6107,10518;12292;10674;376;4179
6109,6388;7242;18402;9969;94
6111,14395;10381;18522;139
6112,15236;511;15968
6113,378;13313;8905;9863;16491
6114,3741;17068;8730;8734;1013
6117,436;5239;7461;12721;10409
6121,15260;10432;820;9187
6122,2646;6482;628
6123,15015;960;11463;4572
6124,11622;9042;9825;378;6269
6127,12846;12079;149;4172
6128,6123;13027;19097;1923
6129,1587;8980;4772
6130,6185;6510;378;14848
6131,2322;2005;16951;2767
6132,6071;1587;4397;4257
6133,2403;11269;16258;410;16306
6134,4878;1865;11197;15924;16442
6136,17095;1782;19069;18471;4638
6137,9524;136;6549
6138,16283;1380;3286;12180
6139,4938;1087;3678;12930
6142,3064;14098;378;413;6341
6143,14253;18026;7580;565;12476
6145,18317;378;15789;9485
6146,14290;17141;10576;1941;6309
6147,16601;365;18787
6150,11483;11175;956
6151,12109;14789;1181;2885;16974
6155,10797;17641;4501;628;13049
6156,1992;9440;12362;5315
6158,378;6906;15303;2932
6159,11669;12846;1824
6160,2411;1502;14063;9057
6164,2251;917;9258
6165,4684;10215;8414;378
6168,16649;14332;326;6240
6170,460;10869;10496
6171,16541;6189;13951;628
6173,13745;18602;2108
6177,13021;8788;862;4395
6178,1801;17904;9778;18979;5744
6180,17541;1429;2137;7121
6181,17154;3310;380
6182,13943;3629;17777;378;13313
6186,5400;364;8823;7451
6187,3443;378;16273
6192,15645;378;4191
6193,14496;2117;3440;8001
6194,2003;9339;6364
6195,1584;116;7821;11270
6197,8881;7283;1830;14626;16672
6198,2866;508;11693
6199,2915;5822;14270;15384;842
6200,9715;11808;3629;934
6201,7279;641;11065;4845
6202,11835;558;10369;19049;7669
6203,8059;10649;378;5043
6204,18937;628;18307
6205,18439;10710;2093;9648
6206,7820;2005;4101
6207,3862;13050;1366
6208,2547;6105;283
6210,9945;6627;27;16969
6211,348;2817;14752;6642
6212,18463;17296;2114;13245
6213,526;8984;6449;4226
6217,3362;15384;1927;15468
6220,9277;18502;543
6222,8116;4059;85
6223,1587;7982;5895
6224,1587;3145;3277
6225,572;14320;10672;4152
6226,6369;8742;1650;7336;12441
6227,19100;13338;1530;18566
6228,5794;12682;9601;683
6229,17707;15061;15488;1614
6230,2595;14939;18480;16428;1375
6235,11825;1991;6211;18154
6236,10823;6411;2016;9860;9497
6238,378;16453;2885;4549
6240,1992;16742;10258;15638
6241,6002;15815;1903
6243,6959;7181;1744
6244,11631;6634;2037;17562
6245,18602;3378;10158;10047;1417
6246,9864;8898;2044
6248,10425;1058;18459;3546
6250,3034;7893;891
6251,9928;10731;1118;3490
6252,2847;1224;15632;3238;10634
6255,2005;4630;7458;16072
6256,15236;3001;999;13450
6258,899;8188;9450
6260,2323;672;12827
6261,1992;11659;13889
6262,1004;10944;8977
6263,1194;3701;11530;11656
6264,50;11338;8196
6265,2917;16825;956;13313;17701
6268,2607;877;9398;9257
6269,2627;16951;683;8212;6204
6273,1466;5659;17910
6274,2281;2016;9340;11807
6275,7340;3029;16883;1380
6276,406;10845;15667;8957
6277,5631;4954;6315;16622;1490
6278,652;9303;13676
6279,9655;11689;1039
6281,1073;12617;10703;15600;15484
6282,10857;1991;4098
6284,1587;11408;378
6286,16225;8410;727;10435
6287,17694;15759;683;15643;3139
6288,917;18377;4689
6291,2356;7869;4440;1524;17285
6292,6831;6006;7955;1375
6294,945;6288;4200
6295,16972;17572;1427;15056;7038
6296,12846;750;11369
6300,4596;1186;12642;7865
6301,11268;774;7788
6302,1587;19083;5071;9616
6303,14319;18290;1034;3521
6304,605;8456;7639
6306,5024;15869;378;17847
6307,10961;10017;378;6512;5373
6308,157;6939;13746
6309,4502;9660;540
6310,93;13402;5172;16389;5963
6311,3694;1885;7492;14890
6312,1004;13376;15678;15627
6313,2005;6656;8847
6314,13611;574;9151;10247
6315,904;2323;2356;4026;14974
6317,15839;14734;4953;1105;6149
6318,5676;127;13185;12593
6319,13604;12254;1593;15089
6320,14854;1341;8370;4772;16787
6322,2683;1677;10746;19135
6325,2396;5534;14204;378;7673
6326,2368;9054;11049;2061
6327,4401;13979;4940;378;3755
6329,10800;15326;5413;1114;11807
6331,2563;14272;18940;11881;378
6332,2318;7759;16849;378;11999
6333,1587;16112;6056
6334,18605;17645;4725;1630
6336,18950;19007;9478;378
6341,10568;14045;1032
6342,5645;5137;9663;1294
6345,16481;2120;12771;19042
6351,12620;18164;16903;14670;552
6352,10985;12323;6012;12136;775
6355,378;15728;18872;16531
6356,2401;2005;4420
6358,6945;18641;2873;378
6360,11966;1406;18878
6361,157;6404;15265;3714;3574
6362,436;18731;17013;9845
6364,1992;10477;10273
6367,17643;573;15819
6370,18788;1430;17875
6372,1801;19054;3982;12656
6374,17336;15150;378
6375,2609;395;4407;9853
6377,11232;3434;1433
6378,11988;16590;242;3913
6381,1992;7808;9440;12566
6382,7279;14054;15993;1375;16655
6385,18423;13207;1391;15551
6387,5342;13954;8520;1941
6388,14225;2108;12864
6389,1892;16334;3697;17393
6390,17126;1134;12836;13217;11906
6392,4723;1367;5933;18056
6393,7340;18010;8363;16704;2099
6394,11951;10058;378;12972
6395,15722;3278;418
6396,7676;6185;10258;14098;2019
6399,1992;6655;3987
6401,2469;15034;3107;9072;1375
6402,13218;11762;9253;9051;378
6404,8924;9101;920;9402
6405,397;13940;7536
6408,7540;378;18282;10845
6409,11546;4474;14341;364
6410,2990;927;6944;13779;15028
6413,18403;16687;378;8211;18015
6414,13520;628;3068;5630
6415,4881;1982;13432;4778
6417,1004;6172;1194;10008
6419,16912;905;17309
6420,4034;7422;15056;1439
6421,2659;19033;378;16206
6423,1495;4772;9051;6131;14073
6425,12449;378;9935;6308
6427,852;15794;10820;4656;17826
6429,271;17293;15413;623
6431,13673;1079;15973
6432,4397;12327;1494;18191
6433,1587;18679;13323;10502
6434,14873;1313;6178
6435,16804;17514;683;14603
6436,1587;6056;16987
6437,2353;8314;378;16453
6438,13927;1892;16653;12208;11877
6439,900;8855;10802;11804
6442,13090;14884;16051;378;7057
6443,9334;16977;1196;5807
6445,2457;1004;8737
6446,1796;4876;7590
6447,12963;14121;378;19047
6448,16697;2005;16951;3275
6450,4147;8526;1592;15988
6451,10023;11835;378;9549
6453,378;16144;7736;12562;5695
6454,58;7784;8951
6457,8533;972;16622;9647;11690
6458,3524;967;14502;1157
